basin,country,year,delta_taxonomic_allYears,delta_biological_allYears,delta_ecological_allYears,taxa_addition_allYears,taxa_subtraction_allYears,biological_addition_allYears,biological_subtraction_allYears,ecological_addition_allYears,ecological_subtraction_allYears,delta_taxonomic_toFirst,delta_biological_toFirst,delta_ecological_toFirst,taxa_addition_toFirst,taxa_subtraction_toFirst,biological_addition_toFirst,biological_subtraction_toFirst,ecological_addition_toFirst,ecological_subtraction_toFirst,delta_taxonomic_fromLast,delta_biological_fromLast,delta_ecological_fromLast,taxa_addition_fromLast,taxa_subtraction_fromLast,biological_addition_fromLast,biological_subtraction_fromLast,ecological_addition_fromLast,ecological_subtraction_fromLast
UK07,uk,2009,-0.017345167,-0.032745373,-0.049983406,0.147495007,0.022650523,0.004605416,0.006545212,0.002767364,0.001404852,-0.017345167,-0.032745373,-0.049983406,0.091554136,0.007710673,0.008994053,-0.002440355,0.001311693,-0.002054177,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2010,0.017933191,0.045245038,0.032908388,0.032457567,0.047204706,0.004149731,-0.00081435,0.00403639,-0.00157059,0.000588024,0.012499665,-0.017075018,0.01962351,-0.005375927,0.001785719,-4.76E-05,0.000910198,-0.004973068,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2011,-0.01202267,-0.004137447,0.009547982,-0.049053507,-0.030651445,-2.48E-06,0.002946186,0.00723823,-0.001937086,-0.011434646,0.008362218,-0.007527036,-0.043945902,-0.021511466,0.000951538,0.002878226,0.000826562,0.000578386,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2012,0.001375335,0.004503799,-0.002768069,-0.010748793,0.026810121,-0.000347816,-0.000938992,-0.00401792,-0.005422596,-0.010059311,0.012866017,-0.010295105,-0.014998857,-0.034397183,0.004624907,-0.000943625,-0.001283863,-0.005564083,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2013,-0.002970916,-0.006074801,-0.016847867,0.047129296,-0.026556609,0.002329368,-0.0012729,-4.28E-05,0.000734526,-0.013030227,0.006791216,-0.027142972,-0.005936841,-0.022886511,-0.001426214,0.003937507,-0.002059418,-0.004459441,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2014,-0.00462002,-0.011336425,-0.014592796,-0.018165522,-0.019726885,-0.002115943,-0.002984768,0.002008235,0.000025405,-0.017650247,-0.004545209,-0.041735768,-0.045666475,-0.021049285,0.001080447,-0.000488012,0.001516917,-0.004551578,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2015,-0.020637342,-0.021973142,-0.054259731,-0.046034693,-0.011080439,-0.005482859,0.00073127,-0.003097027,-0.003189631,-0.038287589,-0.026518351,-0.095995499,-0.104981616,-0.018849277,-0.003412392,-0.003275534,-0.004109033,-0.006608548,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2016,0.01602738,-0.010679114,0.058918961,0.039553938,0.013396234,0.003208404,0.001526757,0.004240051,0.001649219,-0.022260209,-0.037197465,-0.037076538,-0.062138535,-0.008742186,-0.000401671,-0.002982465,-0.001135411,-0.003365371,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK07,uk,2017,0.041925257,0.064632032,0.038197968,0.147495007,0.022650523,0.004605416,0.006545212,0.002767364,0.001404852,0.019665048,0.027434567,0.00112143,0.091554136,0.007710673,0.008994053,-0.002440355,0.001311693,-0.002054177,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039955073,0.05655097,0.055600614,0.111035077,0.011278583,0.015672854,-0.004260265,0.018664599,-0.000652035
UK08,uk,2012,0.008150557,0.095679609,-0.014917379,-0.007904004,0.036443823,-0.01271597,-0.001292836,0.005181295,0.003534509,0.008150557,0.095679609,-0.014917379,0.111035077,0.011278583,0.006058334,-0.005842509,0.004942688,0.00517567,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2013,0.034786368,0.021758877,0.035981935,0.088872458,0.042646225,0.009452929,-0.004068124,0.007023392,-0.001787433,0.042936925,0.117438486,0.021064556,0.143009913,-0.005437591,0.01622831,-0.000465057,0.00608867,-0.005802088,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2014,0.021838552,-0.016693243,-0.015698529,0.096743282,-0.014157607,0.006061914,-0.007297511,0.004360295,-0.00527382,0.064775477,0.100745243,0.005366027,0.204704066,0.015453931,0.016236686,0.001422028,0.004493926,-0.003785488,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2015,-0.036725303,-0.092631944,0.001859682,-0.075924075,-0.064030033,-0.003230068,-0.012674525,-0.001995605,-0.006725996,0.028050174,0.008113299,0.007225709,0.099231927,-0.019028036,-0.004786275,0.005477981,-0.000822069,-0.007826622,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2016,0.013697699,0.099582727,0.040835685,-0.018867306,0.054583631,0.006958389,0.001035468,0.012583247,0.00144212,0.041747873,0.107696026,0.048061394,0.098856067,0.017064149,0.002957531,0.005332089,0.003009629,0.002088657,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2017,-0.022203905,-0.073299565,-0.043988084,-0.085760871,0.007268883,0.001786147,-0.002153685,-0.00623785,-0.003451362,0.019543968,0.034396461,0.00407331,0.007499237,0.02992899,0.000466755,0.005939484,-0.008939837,0.003393468,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2018,0.014251194,0.081313184,-0.005177476,0.025178173,0.031167441,0.008054456,0.002811146,0.003727117,0.00214031,0.033795162,0.115709645,-0.001104166,0.090690925,0.003082917,0.010510629,0.003119248,-0.000494662,0.004115954,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK08,uk,2019,0.007218086,-0.073121035,0.05670478,-0.007904004,0.036443823,-0.01271597,-0.001292836,0.005181295,0.003534509,0.041013248,0.04258861,0.055600614,0.111035077,0.011278583,0.006058334,-0.005842509,0.004942688,0.00517567,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021011377,-0.014582752,-0.01706842,0.011506111,-0.023890122,-0.006888694,-0.003380293,-0.001945866,-0.00379556
UK09,uk,2012,-0.004608317,0.026662257,0.062425315,0.098555369,-0.003219748,-0.001863957,-0.007158276,0.009970121,-0.003586846,-0.004608317,0.026662257,0.062425315,0.011506111,-0.023890122,-0.001747857,-0.003046547,0.00691999,-0.007224079,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2013,-0.016573801,-0.071769805,-0.10017745,-0.007494086,-0.006911788,0.001445781,-0.015317618,0.00185695,-0.016612371,-0.021182118,-0.045107548,-0.037752135,-0.040176119,-0.029741036,0.003072849,-0.010264642,0.005715517,-0.004475871,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2014,-0.039740161,-0.014540182,0.032118111,-0.012736279,-0.080199363,0.007966593,-0.008760782,0.008421736,-0.008927627,-0.060922279,-0.05964773,-0.005634024,-0.068372443,-0.094480354,0.005018175,-0.014030262,0.004192286,-0.006082757,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2015,0.065561894,0.101543312,0.023661374,0.149845333,-4.84E-05,0.016336728,0.002734976,0.013195325,0.004497671,0.004639615,0.041895582,0.01802735,0.01868104,-0.031736917,0.012045808,-0.000956702,0.01664083,-0.000440202,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2016,0.005964928,0.008883891,0.039371403,0.012977217,0.006298142,0.014732463,-0.006427433,0.002392679,-0.004219618,0.010604543,0.050779473,0.057398753,0.00428222,0.001937261,0.025099113,-0.008231695,0.018202292,-0.001792497,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2017,-0.047344397,-0.053679068,-0.033420393,-0.140826622,0.016321829,-0.00540833,-0.012656619,-0.005561067,-0.002333685,-0.036739854,-0.002899595,0.02397836,-0.083985727,-0.034299586,0.007335656,-0.009079606,0.003094342,0.003136072,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2018,0.011424007,0.042042311,-0.057270309,-0.023389337,0.033955018,0.005006801,-0.003052071,-0.000559516,-0.011328942,-0.025315847,0.039142716,-0.033291949,-0.092172202,-0.015547429,0.009579631,-0.007296564,0.006182263,-0.010793433,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK09,uk,2019,0.026757825,-0.055336273,0.016223529,0.098555369,-0.003219748,-0.001863957,-0.007158276,0.009970121,-0.003586846,0.001441978,-0.016193557,-0.01706842,0.011506111,-0.023890122,-0.001747857,-0.003046547,0.00691999,-0.007224079,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00534703,-0.022318031,-0.019010516,-0.078857536,-0.010174594,0.008969256,-0.008345454,0.001931245,-0.0039079
UK10,uk,2012,0.028536689,-0.010104047,-0.007960604,-0.022977924,-0.00595135,0.003677305,-0.01129277,-0.004214742,-0.005420708,0.028536689,-0.010104047,-0.007960604,-0.078857536,-0.010174594,0.001569919,-0.004720804,0.017132243,0.001580176,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2013,-0.048199493,-0.016961529,0.008918273,-0.037758667,-0.074210536,-0.002362235,-0.009076001,0.017317997,0.014610618,-0.019662804,-0.027065576,0.000957669,0.01692278,-0.046299531,-0.003446806,-0.008083735,0.026065034,0.004384786,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2014,-0.049851616,0.01724702,-0.003058057,-0.112918368,-0.009399465,0.007404541,0.003208441,-0.002346513,-0.007357332,-0.06951442,-0.009818556,-0.002100388,-0.091376323,-0.060318261,0.006774097,-0.006818067,0.019046947,-0.000249519,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2015,0.0160539,0.02179826,0.0148772,0.023186531,-0.005274226,0.000910422,-0.006800599,0.008871043,-0.00337587,-0.05346052,0.011979704,0.012776812,-0.075083046,-0.058699232,-0.0014688,-0.006414615,0.023622617,0.003926994,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2016,0.02546278,-0.032598776,0.00746009,-0.028347871,0.081141382,-0.001089889,0.012485892,0.001072716,0.00939833,-0.02799774,-0.020619072,0.020236902,-0.018733937,-0.06225483,0.005551576,0.000684076,0.031777376,0.005344785,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2017,-0.003838483,0.038276239,-0.057183381,-0.01086392,0.006117807,-0.010735036,-0.003547066,-0.017168126,-0.023799173,-0.031836223,0.017657167,-0.036946479,-0.036135874,-0.049599006,-0.009768451,0.001062433,0.002111921,-0.004738187,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2018,0.008887972,-0.025194481,0.042982682,0.018910747,0.006721275,0.014308797,0.000710315,0.026345808,0.007736226,-0.022948251,-0.007537314,0.006036203,-0.009517091,-0.050585765,0.009364283,-0.002893534,0.025591183,0.003611849,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK10,uk,2019,-0.010243325,-0.017498882,-0.025046719,-0.022977924,-0.00595135,0.003677305,-0.01129277,-0.004214742,-0.005420708,-0.033191576,-0.025036196,-0.019010516,-0.078857536,-0.010174594,0.001569919,-0.004720804,0.017132243,0.001580176,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037493435,0.072989625,0.037349649,0.063277989,0.009216875,0.026430154,0.009510695,0.004313066,0.000292094
UK11,uk,2014,0.018814814,-0.003990767,0.015394948,0.046414545,-0.045201781,0.028278564,0.004922633,0.011921811,0.006065719,0.018814814,-0.003990767,0.015394948,0.063277989,0.009216875,0.020494647,0.012566143,0.010892164,0.003794716,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2015,-0.071355507,0.036406757,0.012687462,-0.087472868,-0.069764213,0.003510924,0.004867369,0.005046171,-0.003426238,-0.052540693,0.03241599,0.02808241,-0.016776482,-0.063951093,0.00557301,-0.002934355,0.005519927,0.000676266,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2016,0.032809502,0.021427999,0.011102591,0.024679128,0.016732701,0.002819919,0.005892374,0.002214247,0.004767805,-0.019731191,0.053843989,0.039185001,0.027816189,-0.067131936,0.011526863,0.000343685,0.015569875,0.001554805,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2017,0.050297659,0.079360134,0.047030201,0.094207606,0.016497697,0.0124548,0.014541519,0.013854323,0.005335371,0.030566468,0.133204123,0.086215202,0.039766316,0.03162324,0.025345152,0.013668049,0.022629459,0.013636139,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2018,-0.007549997,-0.110691153,-0.061758144,-0.011197454,0.011089998,-0.021311383,-0.018875373,-0.017595726,-0.017362024,0.023016471,0.02251297,0.024457058,-0.016093351,0.087375451,0.003622496,-0.004404129,0.000269822,-0.002483529,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK11,uk,2019,0.004313292,0.086037684,0.012892591,0.046414545,-0.045201781,0.028278564,0.004922633,0.011921811,0.006065719,0.027329763,0.108550654,0.037349649,0.063277989,0.009216875,0.020494647,0.012566143,0.010892164,0.003794716,NA,NA,NA,NA,NA,NA,NA,NA,NA
